File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Tissue Type	Tumor Descriptor	Specimen Type	Preservation Method
21bcd2b2-6892-4b59-b654-3aef465535b3	d041d829-4292-4f48-93ef-230e8512d095.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-PRAD	TCGA-J4-A83K	TCGA-J4-A83K-01A	Tumor	Primary	Solid Tissue	OCT
21bd5da2-43ff-48e6-9ec3-308a312cf8cc	8e17df32-a43f-42e3-8529-61797dd516b7.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-COAD	TCGA-AA-3494	TCGA-AA-3494-01A	Tumor	Primary	Solid Tissue	Unknown
21c175d0-6de1-453d-ba1e-61b13d8fdde6	cf06c578-38c8-49fa-82b9-c44bf47d7635.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4342	TCGA-BP-4342-01A	Tumor	Primary	Unknown	Unknown
21c1e5af-2f2c-41a5-a6e6-5636e299b32a	756b67b6-7774-4547-8025-616edc5101b7.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-UVM	TCGA-V4-A9F1	TCGA-V4-A9F1-01A	Tumor	Primary	Solid Tissue	Unknown
21c8595e-3bc8-4047-a5c3-36566e6e1f43	df2c9cf2-ae80-47b7-8412-d82da8b231e8.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-XF-A8HI	TCGA-XF-A8HI-01A	Tumor	Primary	Unknown	OCT
21cc2c6e-8bae-4b8b-98bc-276cbba33ac4	6e454651-5659-44c2-82ce-0ea6af1de725.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-R8-A6YH	TCGA-R8-A6YH-01A	Tumor	Primary	Unknown	OCT
21e4fe75-8685-4f28-8f56-10f742e903b0	90d59bc3-9b30-42ce-958b-94cb5470bb9b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRP	TCGA-DW-7836	TCGA-DW-7836-01A	Tumor	Primary	Solid Tissue	Unknown
21e7e9e3-4374-43f1-896b-661fba09ffa5	c30456b5-9355-44ec-875d-6ce3664682a1.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-CV-6955	TCGA-CV-6955-01A	Tumor	Primary	Solid Tissue	Unknown
21e9c959-4a46-4aaa-87ff-5f32268b4c50	1082991c-06b6-4bd0-aa11-b5ffeb0799c6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-BA-A4IH	TCGA-BA-A4IH-01A	Tumor	Primary	Solid Tissue	Unknown
21ea251c-cf67-49ed-8356-755dffd53d62	daba5cd1-4473-4b22-b56d-f768e9fdf85c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUSC	TCGA-46-3765	TCGA-46-3765-01A	Tumor	Primary	Solid Tissue	Unknown
21ea9e78-f853-44e0-b859-add735d407d5	05a58db0-dede-4344-8c5e-05d2df70b509.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-GBM	TCGA-76-6191	TCGA-76-6191-01A	Tumor	Primary	Unknown	Unknown
21ec6b96-aabe-4736-9393-7f172c19fbd1	43dd95d9-9b2a-4e87-b38d-3bf9450d11e0.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-PRAD	TCGA-G9-6379	TCGA-G9-6379-01A	Tumor	Primary	Solid Tissue	Unknown
21eca35e-837e-425f-8285-d4ec815be76f	bc531aa3-f6a8-4c65-9cc8-610194c76a40.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-STAD	TCGA-BR-7901	TCGA-BR-7901-01A	Tumor	Primary	Solid Tissue	Unknown
21f04ec9-eba9-4943-9cef-ef039e48ffbf	6ae26aeb-cd6a-41c0-bf35-f448e8ed924b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-A2-A0YK	TCGA-A2-A0YK-01A	Tumor	Primary	Solid Tissue	OCT
21f5b43a-83df-46a9-97c8-56a59420842c	b85dfa02-b9bb-42c3-89e6-b2040bc2da01.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-GV-A3JX	TCGA-GV-A3JX-01A	Tumor	Primary	Solid Tissue	OCT
21f97169-5bee-4c06-8feb-a4ab984992a3	b79e193b-15ba-415f-a15b-8de11e82ec64.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-DB-5281	TCGA-DB-5281-01A	Tumor	Primary	Solid Tissue	Unknown
21fa263f-875e-40ad-8508-859b75890601	901b2b17-0430-4a15-88e8-224a00c0946c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-BH-A18G	TCGA-BH-A18G-01A	Tumor	Primary	Solid Tissue	OCT
21fc671f-5ae7-45e6-b754-bafaf019ab1a	d63995e4-c198-43ec-90aa-13f284328513.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-GBM	TCGA-06-0145	TCGA-06-0145-01A	Tumor	Primary	Unknown	Unknown
21fe2005-6864-4dcf-b8fa-29746a55ad36	37077ce3-a584-47b3-8960-89509ba21db2.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-DU-A7TJ	TCGA-DU-A7TJ-01A	Tumor	Primary	Solid Tissue	Unknown
21fe3b2a-3ba7-4f94-a304-6f039866df28	dc767183-502d-4b46-90c3-e16a804e689d.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-STAD	TCGA-D7-5579	TCGA-D7-5579-01A	Tumor	Primary	Unknown	Unknown
2203bf83-f876-4789-bde4-0dc62de58e57	348a265d-215c-47f1-8499-ae53128f4ca6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-THCA	TCGA-ET-A3DV	TCGA-ET-A3DV-01A	Tumor	Primary	Solid Tissue	OCT
22151a00-0141-4aa8-bb4c-e9e2096bd8cd	3a40f6cd-5135-46b7-b4cb-4cd41f1818c5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-COAD	TCGA-AA-A00D	TCGA-AA-A00D-01A	Tumor	Primary	Solid Tissue	Unknown
222085c2-4166-46c5-9920-178d5deada53	392ae459-6860-48f1-98a6-d330c7e68553.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-PCPG	TCGA-P7-A5NY	TCGA-P7-A5NY-01A	Tumor	Primary	Solid Tissue	Unknown
22211278-8083-4cc9-82a3-13d0b62b033c	84e03608-a04e-4129-9013-16377f4f9bf9.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-PRAD	TCGA-XJ-A9DX	TCGA-XJ-A9DX-01A	Tumor	Primary	Solid Tissue	Unknown
2227368a-89dc-4f6a-9021-44e14e434d2d	75d2a420-b168-4072-9a88-16b6b2c230cb.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-G3-AAUZ	TCGA-G3-AAUZ-01A	Tumor	Primary	Solid Tissue	OCT
222a1e15-cb21-428a-b4cf-07b87174bf29	4de8ab15-d49a-42b5-80ec-ab0267de8a3b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-GBM	TCGA-26-5139	TCGA-26-5139-01A	Tumor	Primary	Unknown	Unknown
223080a7-861a-46f8-92bc-363fb513553e	540f0df6-47e8-45aa-8633-be800dfc2d77.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-UCEC	TCGA-B5-A0JV	TCGA-B5-A0JV-01A	Tumor	Primary	Solid Tissue	OCT
2232f30c-8f46-4c7a-8e82-40053aadd8a3	879d2a2d-6e58-4169-9c8d-ec6016725d32.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-STAD	TCGA-BR-8284	TCGA-BR-8284-01A	Tumor	Primary	Unknown	Unknown
223362fa-137b-4860-be63-03846327770e	0fb1e238-661c-439f-bff7-3200d94cab93.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-ACC	TCGA-OR-A5JJ	TCGA-OR-A5JJ-01A	Tumor	Primary	Unknown	OCT
223b0ebc-2156-4f3f-99f0-37c685d78546	d15ddc66-8689-42f7-a68b-89bb0e8015ab.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-C8-A12T	TCGA-C8-A12T-01A	Tumor	Primary	Unknown	OCT
2244f504-9837-4215-bfea-c0228618598e	c616460d-72e2-49ec-b2e1-625d7a1d022e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRP	TCGA-5P-A9JV	TCGA-5P-A9JV-01A	Tumor	Primary	Solid Tissue	Unknown
224b46df-ec5f-4451-9596-8d6a1d57e530	80f2dfb6-d3ea-42be-8f02-4a0035652fc0.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-BA-5555	TCGA-BA-5555-01A	Tumor	Primary	Solid Tissue	Unknown
224beec9-81d5-44b3-bf73-24c5021a907c	022ccf56-cad1-404d-8fd0-6de0f7e4058e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-24-1558	TCGA-24-1558-01A	Tumor	Primary	Unknown	Unknown
224c8ba5-b622-4b67-bae9-e2f600c229c0	5104a196-30b2-4781-ae81-a353b6f9859f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-ESCA	TCGA-L5-A43C	TCGA-L5-A43C-01A	Tumor	Primary	Unknown	Unknown
22547215-fe7b-4f1d-b0d0-d89330b97a0f	ab3d5a55-3070-4782-b526-dac4e279b8fc.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-HT-7689	TCGA-HT-7689-01A	Tumor	Primary	Solid Tissue	Unknown
22557664-d604-4337-a4a1-005d538eacaa	b063e63a-1565-4e29-b0c6-4571fb02f78b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-SARC	TCGA-HS-A5N9	TCGA-HS-A5N9-01A	Tumor	Primary	Unknown	Unknown
225588be-9131-4dcb-8804-de6d16cb5d27	dffa2469-0b8c-4302-a12b-fbf265c0ed7c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-DQ-5630	TCGA-DQ-5630-01A	Tumor	Primary	Solid Tissue	Unknown
22569ba1-4785-4d8a-9b9b-590767afa30e	bef13cb6-ca6f-48fd-a678-d4e7f0336b2f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-A2-A0T4	TCGA-A2-A0T4-01A	Tumor	Primary	Unknown	OCT
2256c494-a1ef-4437-bbab-27b0513e8553	706839e3-9d23-4f4c-9bc6-236207faf86a.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-CF-A47S	TCGA-CF-A47S-01A	Tumor	Primary	Solid Tissue	OCT
2256d4e1-0689-4ca4-b45c-ba67e65f3cd0	9fe8b222-a56b-4535-a967-75f4cb44fe96.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4881	TCGA-CJ-4881-01A	Tumor	Primary	Unknown	Unknown
226467fd-9dd2-4257-b0e6-decf6d3dfedc	afac506e-e65f-4342-9b9c-12bac2917e43.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5705	TCGA-B0-5705-01A	Tumor	Primary	Unknown	Unknown
226d0b18-89d8-4f9c-a262-df8370655493	ee886a05-eb22-4876-a6c5-c1671dcf61da.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-BH-A8G0	TCGA-BH-A8G0-01A	Tumor	Primary	Solid Tissue	OCT
226e5f5d-2ac6-45de-878c-2ddd6c3a7cd6	4101630d-120b-4a72-9a7b-bb723fc47ff5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-B6-A0WY	TCGA-B6-A0WY-01A	Tumor	Primary	Solid Tissue	OCT
226e9d6e-1a26-4c12-9c28-d2e3efb2e1c3	b68d2515-ce1a-480c-80fa-04aff1266f2d.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-A7-A0DA	TCGA-A7-A0DA-01A	Tumor	Primary	Unknown	Unknown
2278864f-6b90-4ced-8bdf-32a713b364fa	56c4444c-b5d2-439a-aa74-5dde7dca7871.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-THCA	TCGA-KS-A4IB	TCGA-KS-A4IB-01A	Tumor	Primary	Solid Tissue	Unknown
227985b9-e1fb-449f-881f-87ae5aefdf24	c733766e-eccc-4c0d-b5bd-5d05fe30d765.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-09-0366	TCGA-09-0366-01A	Tumor	Primary	Unknown	Unknown
227a3c0e-ab8f-4abd-a03d-cee8a021a144	48bc7dfe-6d7c-43ab-8f74-5897a5d65115.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUSC	TCGA-46-3766	TCGA-46-3766-01A	Tumor	Primary	Solid Tissue	Unknown
227be386-2b3b-4940-985f-8157f7678b02	dc46053a-381d-4137-b5f5-68ba583238b5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUSC	TCGA-51-4080	TCGA-51-4080-01A	Tumor	Primary	Unknown	Unknown
227c8565-16c3-43af-8545-af3f10d1d5cb	38cdb913-f8ed-4d40-beff-c4f89956c0ad.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-S3-A6ZG	TCGA-S3-A6ZG-01A	Tumor	Primary	Solid Tissue	Unknown
22813324-d20e-47ef-be5a-cc695d82c05f	66418885-39f5-458c-a032-640eaf030b79.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-AO-A128	TCGA-AO-A128-01A	Tumor	Primary	Solid Tissue	OCT
22821be5-ae89-4258-83cd-94ac0bc71c06	dd4b2f0f-e3cc-40a4-b593-88040834121e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-STAD	TCGA-FP-7829	TCGA-FP-7829-01A	Tumor	Primary	Solid Tissue	Unknown
2282ad4f-67cb-4ddb-a671-6f731d520bf3	7a359510-de4a-497d-827b-57809db1631d.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-GBM	TCGA-06-6391	TCGA-06-6391-01A	Tumor	Primary	Unknown	Unknown
228565c0-b064-436f-a7d5-d1a17ba50172	712d168e-57cb-4c9e-b9b4-0715900c6122.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KICH	TCGA-KM-8476	TCGA-KM-8476-01A	Tumor	Primary	Solid Tissue	Unknown
228c1755-2789-42cd-8d60-4797312d5c07	ea91d00f-af87-49b8-b7ee-0fb7f486c904.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-BH-A0BZ	TCGA-BH-A0BZ-01A	Tumor	Primary	Solid Tissue	OCT
228cc54e-2bed-454d-accf-ad9d37ab2ba5	07364bca-ebcd-4b15-a6a1-cc4c9ad142fd.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-COAD	TCGA-AA-3685	TCGA-AA-3685-01A	Tumor	Primary	Unknown	Unknown
228d26fb-44b2-4540-92d0-e8b754cb9fd1	6754fe8e-e684-4bb1-aab4-3c3221eefac6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-IQ-A61L	TCGA-IQ-A61L-01A	Tumor	Primary	Unknown	OCT
228d6b0d-cecf-4014-af45-923c2239ce44	5f37484e-341c-4436-9e71-ba75f12e03f4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KICH	TCGA-KN-8427	TCGA-KN-8427-01A	Tumor	Primary	Solid Tissue	Unknown
228e8327-3ef3-4ea4-8e3d-599ef0fbdf3b	993d1036-cba6-4d33-9d0f-1f5fdf0d52e3.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-UCEC	TCGA-D1-A1NW	TCGA-D1-A1NW-01A	Tumor	Primary	Solid Tissue	Unknown
2290be12-69cc-419d-be5b-1b4b35202501	fe134953-a424-4d00-8142-92903edbbd47.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LAML	TCGA-AB-2965	TCGA-AB-2965-03A	Tumor	Primary	Peripheral Blood NOS	Unknown
22918e44-f88e-488a-835e-54a218981a27	2bee64c3-384e-436f-a630-6264ed4a2fec.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-23-2649	TCGA-23-2649-01A	Tumor	Primary	Unknown	Unknown
22919ad9-e732-453b-9013-5d45cd1f8465	3e308b2b-c948-47cf-a1c1-67bcfa057fe1.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-5462	TCGA-CZ-5462-01A	Tumor	Primary	Solid Tissue	Unknown
22998b9b-de68-45f5-8a7b-e25dd2b387dd	594a11ae-8cc3-4989-8416-20d7b9e32850.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BRCA	TCGA-E9-A2JS	TCGA-E9-A2JS-01A	Tumor	Primary	Solid Tissue	OCT
229b11e7-e3ae-4797-a38c-c8d8f5f66dc2	27e565d0-0981-4497-b8ca-0d4aa8cc9177.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-BA-A6DF	TCGA-BA-A6DF-01A	Tumor	Primary	Unknown	Unknown
22a038d6-b893-45a9-aeaf-3de4917def4e	6bfa668e-ca06-4454-a7cd-c4aa5cd1fdc3.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B8-5164	TCGA-B8-5164-01A	Tumor	Primary	Unknown	Unknown
22a35bb9-f263-4926-8afb-bb8200f6c460	fca2293c-6705-4760-bce3-d9ab015c8215.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-DU-5871	TCGA-DU-5871-01A	Tumor	Primary	Solid Tissue	Unknown
22a83f25-5e65-4458-9f91-0d7097f16096	78a0f5df-d0ad-49c1-95de-68a42c2182d9.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-09-2053	TCGA-09-2053-01C	Tumor	Primary	Unknown	Unknown
22aa128c-8c92-484a-b7a5-f10c009f2ad2	3ee59a21-c172-4249-bc59-f29d8db1bd94.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-UCEC	TCGA-AP-A1DO	TCGA-AP-A1DO-01A	Tumor	Primary	Solid Tissue	OCT
22b01946-fb0c-4f55-b154-f2bb39ca88ac	82309448-e33e-439e-bde9-af71167c7604.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-13-0791	TCGA-13-0791-01A	Tumor	Primary	Unknown	Unknown
22b4a24a-bf96-4771-8add-2d9db01b0d46	dd9a35b8-e6c0-4619-966b-9709e6310178.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LAML	TCGA-AB-2929	TCGA-AB-2929-03A	Tumor	Primary	Peripheral Blood NOS	Unknown
22b72820-b755-4686-aaf4-8d80817571aa	aa64974e-ecfe-4427-a3d2-f552cca3416d.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-CESC	TCGA-DS-A5RQ	TCGA-DS-A5RQ-01A	Tumor	Primary	Solid Tissue	OCT
22c2b2c6-08ad-49fb-9f1a-baa6a6f177f4	2690cdce-1938-4a89-8cad-4926443700fd.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-CF-A3MH	TCGA-CF-A3MH-01A	Tumor	Primary	Solid Tissue	OCT
22c63576-1c49-4417-b805-7e49d538fb25	d9af7ff2-57a2-41af-82f0-79df32ad9697.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-MESO	TCGA-YS-AA4M	TCGA-YS-AA4M-01A	Tumor	Primary	Solid Tissue	Unknown
22c685e8-21cd-4966-adaf-73213b0cf3be	bab25eea-535f-4dbc-acd6-42059d0ad79f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-59-2350	TCGA-59-2350-01A	Tumor	Primary	Unknown	Unknown
22c71ffb-80ca-4fba-9ddf-00ff38e52192	987a3b26-c62a-4fad-a916-4634032d2a52.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUAD	TCGA-78-7535	TCGA-78-7535-01A	Tumor	Primary	Solid Tissue	Unknown
22cbfb0f-e304-47ad-abb1-205b72507db2	4bbd672d-a10d-4f26-835b-42902d8feacb.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-QH-A65X	TCGA-QH-A65X-01A	Tumor	Primary	Unknown	Unknown
22ce762e-783e-455a-bb04-fa95a0c4b1d2	fb46eff2-33da-4061-bcd9-9b13508bbce8.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUAD	TCGA-55-7727	TCGA-55-7727-01A	Tumor	Primary	Solid Tissue	Unknown
22d58014-5da0-4424-911e-0dc11a7d11fc	a7a682b8-e436-4907-98df-0c896d062d56.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-THYM	TCGA-ZB-A96B	TCGA-ZB-A96B-01A	Tumor	Primary	Unknown	OCT
22d9eb40-2794-40ec-9d44-14a495c88360	1c7d7204-c624-4786-b6cb-a620d99fea36.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-VV-A829	TCGA-VV-A829-01A	Tumor	Primary	Solid Tissue	OCT
22dc0f21-3132-489e-ae60-a1c89f1bd156	f140925b-061a-40b4-8666-c47f7a257d8c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-PRAD	TCGA-KK-A7AQ	TCGA-KK-A7AQ-01A	Tumor	Primary	Solid Tissue	OCT
22dd5495-28c0-4b2b-9361-2cb8b3d2aaf4	c62fbf19-cafc-4697-8d8d-a598dd6bde1c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-FG-A87Q	TCGA-FG-A87Q-01A	Tumor	Primary	Solid Tissue	OCT
22e14641-e554-4b2b-986d-406796bbf9cb	05f0f863-d43a-4a88-9997-f146e9fb71a4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-THYM	TCGA-X7-A8D7	TCGA-X7-A8D7-01A	Tumor	Primary	Unknown	Unknown
22e88f98-912e-4248-b4e4-480f36eb4a41	94964ed1-7a8e-42fd-9734-0d5f3dfdabf6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-BT-A0YX	TCGA-BT-A0YX-01A	Tumor	Primary	Solid Tissue	OCT
22ee09b3-ac88-4f62-b890-18cedd495d31	76dde276-52b4-4890-bfcb-a23c1f728c96.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LGG	TCGA-CS-5390	TCGA-CS-5390-01A	Tumor	Primary	Solid Tissue	Unknown
22f298ce-fb62-4d13-a206-09b6dd85445f	75d533a0-3dbb-4eed-b6af-9f6beef667a6.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-CHOL	TCGA-ZH-A8Y2	TCGA-ZH-A8Y2-01A	Tumor	Primary	Solid Tissue	Unknown
22f51023-ec3e-4d28-ae36-7866519126da	77dc9f54-4cc0-49c4-9906-593c725d799e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-HNSC	TCGA-F7-A61W	TCGA-F7-A61W-01A	Tumor	Primary	Solid Tissue	OCT
22fbb9ca-f775-475a-8abe-6a296af7dd16	66533210-aaee-442e-b0d1-707e957bb610.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-THYM	TCGA-X7-A8DE	TCGA-X7-A8DE-01A	Tumor	Primary	Unknown	Unknown
230667dc-532c-4383-9005-8e080ddcc0eb	3b0abe30-1f07-423d-969a-a23d30f95535.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-SARC	TCGA-DX-AB2E	TCGA-DX-AB2E-01A	Tumor	Primary	Solid Tissue	OCT
23070702-8eec-4315-9c37-206fa701f57f	63168858-322b-49e2-bfd1-bba2467824f2.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUSC	TCGA-98-A539	TCGA-98-A539-01A	Tumor	Primary	Solid Tissue	OCT
230c501c-1438-4938-acf4-3d8eda542e73	ffa726f4-48f9-447c-a4dc-8e8bee17d788.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-OV	TCGA-10-0937	TCGA-10-0937-01A	Tumor	Primary	Unknown	Unknown
23144a69-8ddd-4add-a16d-6661384cd773	5503cfb0-1763-4800-8a71-6a1b87ab9394.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUAD	TCGA-67-3773	TCGA-67-3773-01A	Tumor	Primary	Solid Tissue	Unknown
231507ab-1b9c-40aa-abf0-cbc700ea7946	d1c80fe9-638c-4e90-9bae-2424accb8094.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-PCPG	TCGA-WB-A819	TCGA-WB-A819-01A	Tumor	Primary	Solid Tissue	OCT
231802f2-c32f-4aaf-9024-c90c483779fc	8e8dc4b7-ce8b-4f7c-999c-e3a64344900f.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-GBM	TCGA-06-0145	TCGA-06-0145-01A	Tumor	Primary	Unknown	Unknown
23253f6a-a970-4ce8-9b18-d4c503701ca6	4f8db9e8-25cd-480f-96d4-b11543f0f24d.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-RC-A6M5	TCGA-RC-A6M5-01A	Tumor	Primary	Solid Tissue	OCT
23262c50-eb20-4a21-8342-de9ed0ed2a95	aacbb9f4-a294-41e6-85fb-f1621c0846af.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LUAD	TCGA-95-7948	TCGA-95-7948-01A	Tumor	Primary	Solid Tissue	Unknown
2328e7c8-c9af-4031-a164-0b9e034b2419	78fafc18-49e3-4dde-bda2-3eb446eb5685.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-GBM	TCGA-06-6698	TCGA-06-6698-01A	Tumor	Primary	Unknown	Unknown
